0.5840 0.7174
0.2441 0.9654
0.1530 0.2694
0.1806 0.2707
0.2141 0.1877
0.0212 0.2618
0.8059 0.4061
0.3162 0.7310
0.7202 0.5440
0.7237 0.6564
0.6674 0.0345
0.7494 0.6043
0.1948 0.9966
0.2561 0.8296
0.5117 0.3824
0.1451 0.8529
0.8802 0.4320
0.1190 0.7997
0.7258 0.9650
0.9302 0.2784
0.1253 0.5421
0.0219 0.0825
0.8283 0.0267
0.9689 0.4947
0.4674 0.5780
0.6218 0.4768
0.1147 0.6075
0.3641 0.5253
0.8397 0.7289
0.3862 0.4742
0.4261 0.2342
0.3828 0.0264
0.9027 0.1259
0.5817 0.2947
0.0445 0.2371
0.5070 0.1342
0.5019 0.4712
0.3871 0.5464
0.7118 0.6912
0.6093 0.9375
0.2493 0.2916
0.1317 0.5109
0.7744 0.9826
0.2540 0.5758
0.2309 0.8180
0.6585 0.0534
0.4532 1.0000
0.1226 0.9614
0.8383 0.4887
0.8129 0.1580
0.5648 0.1274
0.7259 0.0784
0.0552 0.0875
0.4048 0.8040
0.2740 0.2005
0.8931 0.4526
0.1997 0.1691
0.6654 0.3534
0.0883 0.9982
0.8911 0.9460
0.9320 0.9124
0.9165 0.2517
0.1549 0.3664
0.5248 0.5028
0.2140 0.6287
0.7882 0.4537
0.4607 0.6240
0.4964 0.5459
0.6370 0.4259
0.0303 0.3307
0.5075 0.9850
0.3039 0.2681
0.5877 0.5699
0.5674 0.9412
0.6242 0.9507
0.9787 0.9692
0.9830 0.8605
0.3476 0.3976
0.6020 0.7611
0.9609 0.8491
0.6648 0.4480
0.8934 0.2147
0.6509 0.5241
0.7119 0.1678
0.9774 0.2816
0.4823 0.9693
0.4531 0.0307
0.1225 0.1380
0.4230 0.4597
0.5155 0.8268
0.0290 0.7985
0.2099 0.8314
0.0618 0.2431
0.5224 0.3513
0.2340 0.6059
0.5446 0.7214
0.2452 0.9126
0.4888 0.6418
0.1876 0.0861
0.6325 0.2202
0.4181 0.5150
0.9313 0.7248
0.2265 0.5476
0.1889 0.7004
0.6111 0.7887
0.2905 0.8920
0.6353 0.6563
0.6582 0.5046
0.5821 0.8343
0.1266 0.9190
0.5856 0.7979
0.9952 0.9897
0.4793 0.3956
0.5790 0.4697
0.2614 0.6351
0.3468 0.9744
0.5195 0.9515
0.9005 0.4785
0.7662 0.5655
0.4368 0.4137
0.0168 0.1879
0.4884 0.3791
0.1290 0.7183
0.6185 0.8581
0.9846 0.5723
0.8973 0.1892
0.4200 0.1850
0.6874 0.7795
0.2301 0.6231
0.9343 0.8575
0.0346 0.6117
0.2090 0.9702
0.6589 0.7560
0.2042 0.2614
0.5230 0.0237
0.4085 0.8626
0.3680 0.6697
0.5468 0.3616
0.7010 0.4640
0.9343 0.4369
0.1158 0.2373
0.7434 0.0769
0.6281 0.4991
0.2748 0.3943
0.3575 0.0185
0.3382 0.1067
0.2099 0.4002
0.6516 0.9647
0.7195 0.1847
0.6644 0.9079
0.7047 0.5056
0.7101 0.2313
0.8941 0.8355
0.8956 0.5424
0.1806 0.8495
0.6330 0.7906
0.6581 0.9406
0.2207 0.1500
0.0975 0.4157
0.0184 0.9055
0.1454 0.0457
0.0137 0.0172
0.0437 0.0752
0.4808 0.7636
0.9178 0.4428
0.3526 0.2514
0.0787 0.8001
0.6894 0.3683
0.2696 0.3171
0.1381 0.7951
0.1729 0.5474
0.7378 0.2127
0.1860 0.9621
0.3756 0.9211
0.3931 0.7529
0.5422 0.4778
0.5316 0.9756
0.7662 0.7100
0.3828 0.9999
0.2981 0.2863
0.1793 0.9111
0.0310 0.5803
0.1405 0.5305
0.5640 0.1066
0.2899 0.5868
0.8134 0.3094
0.2131 0.0681
0.9103 0.2881
0.9791 0.1315
0.4021 0.6956
0.1328 0.4657
0.0429 0.4598
0.5964 0.3605
0.0399 0.1057
0.0386 0.0206
0.7287 0.0024
0.7673 0.6554
0.5952 0.8963
0.8579 0.3081
0.6652 0.8332
0.0226 0.6397
0.9377 0.9819
0.3759 0.0898
0.3321 0.7385
0.7650 0.5106
0.6125 0.3486
0.3401 0.2891
0.7444 0.4048
0.1388 0.0214
0.9297 0.6064
0.6622 0.8660
0.7556 0.2392
0.8640 0.6654
0.0284 0.7540
0.2827 0.6304
0.1353 0.4291
0.2642 0.6835
0.9310 0.3358
0.1884 0.4017
0.3707 0.9393
0.1756 0.3506
0.5428 0.2089
0.8001 0.8042
0.3202 0.1047
0.5007 0.3213
0.5623 0.0474
0.5201 0.1611
0.9271 0.0487
0.2543 0.6640
0.6424 0.7251
0.0028 0.3537
0.9650 0.9908
0.2810 0.9675
0.7575 0.7758
0.2444 0.7008
0.9459 0.2658
0.9468 0.0634
0.4899 0.6154
0.3225 0.5552
0.4799 0.2820
0.3125 0.9145
0.0376 0.9913
0.4329 0.6256
0.7189 0.2523
0.2291 0.0161
0.7204 0.3539
0.4370 0.3617
0.1920 0.0084
0.7753 0.9120
0.4334 0.8441
0.8796 0.8915
0.2369 0.3497
0.1870 0.7800
0.6357 0.8753
0.8609 0.7554
0.2024 0.6132
0.3210 0.3921
0.0497 0.6008
0.4669 0.5360
0.1486 0.8855
0.2030 0.1435
0.0693 0.3225
0.8160 0.3417
0.1856 0.3712
0.2228 0.2626
0.3996 0.5978
0.5402 0.5079
0.2348 0.7973
0.4781 0.1308
0.1863 0.1816
0.1364 0.3214
0.7386 0.2929
0.5456 0.5406
0.5147 0.6872
0.7840 0.7946
0.3222 0.4090
0.4693 0.3337
0.0827 0.8754
0.6800 0.3115
0.0014 0.5173
0.6950 0.0402
0.7067 0.0890
0.8337 0.3146
0.0566 0.7879
0.8716 0.9427
0.5291 0.5536
0.0794 0.3519
0.5412 0.7851
0.8316 0.1587
0.0900 0.7532
0.3083 0.7617
0.2848 0.8469
0.1141 0.6898
0.8658 0.8043
0.4263 0.8269
0.7527 0.6895
0.9796 0.9229
0.0128 0.8188
0.0941 0.6729
0.9297 0.2221
0.5292 0.4374
0.5778 0.0029
0.3657 0.3311
0.3820 0.3262
0.4559 0.6664
0.9358 0.3797
0.1689 0.3169
0.7639 0.3082
0.8454 0.7465
0.9361 0.8956
0.3120 0.0368
0.8640 0.1073
0.5130 0.4588
0.9235 0.7517
0.7149 0.6374
0.6697 0.6862
0.5430 0.8043
0.9883 0.3428
0.0831 0.6145
0.7247 0.0356
0.0278 0.5222
0.3889 0.9495
0.6544 0.2740
0.0300 0.9647
0.9129 0.2285
0.0483 0.0462
0.9091 0.5669
0.4298 0.6625
0.9630 0.1213
0.3651 0.7393
0.0161 0.3382
0.3618 0.4805
0.5770 0.3668
0.9483 0.2841
0.6592 0.7169
0.7826 0.1033
0.3863 0.9064
0.4236 0.5845
0.2933 0.4908
0.2968 0.4601
0.3958 0.3042
0.9571 0.7889
0.6462 0.3441
0.9579 0.9427
0.1635 0.5140
0.3077 0.2381
0.2621 0.2217
0.8188 0.8693
0.8854 0.7556
0.6253 0.3677
0.0132 0.0656
0.9462 0.6553
0.5826 0.8166
0.5022 0.3615
0.9337 0.5786
0.6216 0.7015
0.4354 0.8808
0.0021 0.7455
0.9829 0.5183
0.0815 0.0357
0.2863 0.5613
0.0554 0.9163
0.2499 0.3955
0.2242 0.8557
0.3682 0.8315
0.2726 0.4558
0.8883 0.6398
0.7515 0.2781
0.7322 0.9126
0.9204 0.0790
0.6909 0.0994
0.1196 0.8875
0.9008 0.0033
0.4889 0.4920
0.0845 0.0562
0.7563 0.7237
0.4015 0.7291
0.8601 0.0351
0.8303 0.9077
0.8700 0.5472
0.8791 0.1244
0.1709 0.6682
0.9341 0.4168
0.3546 0.6361
0.2466 0.3313
0.9862 0.8214
0.8356 0.9752
0.1712 0.2529
0.0930 0.0158
0.3217 0.4696
0.4636 0.7654
0.4763 0.2612
0.9669 0.6873
0.1517 0.3020
0.6775 0.9540
0.7682 0.3354
0.4222 0.7273
0.6796 0.1487
0.4757 0.6551
0.0476 0.3431
0.8199 0.8216
0.1955 0.2218
0.3445 0.9334
0.5204 0.2771
0.3894 0.2642
0.4281 0.8012
0.8972 0.0335
0.6429 0.3880
0.6770 0.8192
0.0377 0.5633
0.5934 0.7326
